StockCode,dayofweek,month,ActualQuantity,PredictedQuantity
534,2,6,5,10.226666666666667
175,4,11,19,24.156833333333335
3326,2,11,3,6.063761904761905
2674,1,2,1,17.294809523809523
286,6,7,1,8.593
1665,4,12,3,2.779809523809524
600,3,11,3,5.688
1232,1,10,9,95.41324999999999
3091,6,12,24,3.023
3204,4,7,2,7.79
2976,4,3,12,11.037500000000001
791,2,11,4,5.65447619047619
1349,1,2,62,44.860892857142844
907,0,12,4,8.231761904761905
1335,0,10,8,15.064095238095238
437,4,1,121,25.37395238095238
614,3,3,1,2.503166666666667
148,4,8,6,21.84666666666667
1441,0,10,1,6.8589761904761914
3464,3,1,17,13.731666666666666
1596,3,9,10,11.945833333333333
1616,2,2,7,10.593059523809522
2209,0,11,138,40.40116666666666
3011,1,7,1,5.316000000000002
1867,1,4,6,2.6316666666666664
1734,2,8,1,1.04
1856,0,4,8,3.9286666666666665
1242,6,10,2,3.0426666666666664
1300,4,12,24,65.70342857142857
1245,2,6,9,8.502821428571428
1127,0,2,1,4.781833333333333
1348,1,9,2,4.446666666666666
745,0,6,1,13.778130952380952
33,2,7,20,199.87
241,0,6,2,5.575
1817,4,1,36,19.25590476190476
391,2,11,3,17.65433333333333
1568,2,3,7,20.989642857142858
743,4,4,6,14.923666666666668
3180,1,6,3,3.896333333333333
719,6,11,7,4.177
1316,1,2,6,9.975785714285713
1182,0,3,2,31.497277777777775
2189,1,11,13,13.89109523809524
1348,1,12,2,5.575500000000001
1210,1,4,4,9.0
2011,2,10,12,13.318833333333332
1370,2,6,36,284.6625
1676,4,11,1,10.50652380952381
926,3,12,24,31.70323809523809
379,1,3,1,6.781666666666666
411,4,1,14,9.97
2931,0,7,1,2.588833333333334
1543,3,11,1,7.948095238095237
901,4,9,16,11.815587301587302
1501,4,7,13,15.401025613275612
142,1,12,73,3.0782380952380946
1171,4,11,1,8.842916666666666
1442,6,6,1,1.6376190476190475
3874,2,1,2,1.7097619047619041
1547,4,3,2,3.661666666666667
345,4,1,6,28.451047619047618
1439,0,7,1,4.963055555555556
2155,3,8,96,31.169559523809525
1059,0,4,12,7.9551428571428575
1757,6,3,7,2.7468333333333335
495,4,7,2,18.8825
2055,1,10,31,24.400928571428576
19,0,1,8,9.557500000000001
1401,6,4,3,6.069000000000001
2672,6,8,2,8.292246031746034
439,6,12,2,18.095333333333333
783,1,1,2,20.51169047619047
3877,3,10,18,18.724666666666668
2885,1,12,4,4.757833333333333
1839,3,8,84,40.2360476190476
927,3,8,26,15.60902380952381
2088,3,10,6,7.496666666666665
1027,1,7,75,5.865904761904761
1867,1,6,3,6.829333333333334
1134,4,3,1,7.7378333333333345
1372,0,12,12,2.956428571428572
1251,1,12,4,3.583333333333334
377,2,9,24,17.874000000000002
604,0,6,2,1.5008333333333332
12,2,10,12,38.37269047619047
1596,3,10,3,10.796880952380953
1420,0,7,1,3.3066666666666666
1284,2,6,1,5.5825
872,6,11,12,32.38204761904761
301,3,10,72,24.33684126984127
3391,2,7,10,11.642666666666669
1070,0,10,14,29.089166666666664
288,0,5,30,13.963690476190475
3019,3,12,4,10.171666666666667
932,1,5,24,12.144571428571428
796,3,1,1,3.272452380952381
2863,3,4,24,23.232892857142858
54,1,5,2,5.075833333333333
2561,1,2,3,8.686166666666665
1297,3,12,1,1.4889047619047617
887,2,5,12,27.33666666666666
1707,1,3,2,5.679666666666668
3358,0,5,14,18.93483333333333
1821,0,5,12,13.612500000000002
2657,3,9,24,27.932166666666667
1438,0,6,12,1.481666666666667
929,3,7,1,22.551666666666666
1401,2,5,12,9.053952380952381
579,4,2,1,7.7303333333333315
2103,3,8,10,12.941761904761906
1261,0,11,6,12.03338095238095
172,2,11,54,12.847000000000001
1127,3,5,1,2.22
1492,2,11,5,20.73894047619048
1273,6,1,1,12.2545
1582,3,7,5,25.745499999999996
1941,4,11,2,15.278333333333332
1592,6,6,7,5.04104761904762
3730,3,11,2,1.18
1584,2,8,12,7.537500000000001
646,3,3,24,10.902666666666665
2556,0,1,2,7.424357142857144
1243,1,8,6,15.469166666666668
1561,3,11,2,5.470999999999999
11,1,4,144,23.189333333333334
532,2,6,12,7.918333333333334
1098,0,12,3,8.985321428571428
2704,2,4,13,35.22333333333333
1344,1,1,13,2.325
1384,3,7,4,4.346333333333334
2856,4,9,21,17.924690476190477
395,0,2,3,1.6573809523809522
608,2,1,1,1.91
1860,1,3,4,40.192
1320,3,12,20,8.827992063492061
1111,6,2,6,2.62
3449,0,2,2,4.203833333333333
434,2,7,12,4.684833333333333
964,6,11,50,67.882
2657,1,12,3,7.440920634920636
170,4,3,11,9.347666666666667
806,6,8,1,3.4476666666666667
2122,4,9,16,14.121559163059164
1192,0,5,12,16.78033333333334
1488,4,1,13,177.23728571428572
1534,3,7,12,5.538845238095239
402,1,4,3,6.758333333333334
1372,0,12,12,2.956428571428572
1809,3,6,4,21.415833333333335
17,3,4,1,3.4849523809523815
2831,3,11,9,51.266916666666674
1448,2,12,35,5.636392857142857
886,0,8,13,18.18457142857143
2949,4,6,3,4.581333333333333
2092,1,8,2,11.012083333333335
2056,0,11,69,48.63860714285715
881,2,5,5,125.76983333333335
1530,1,1,20,15.761071428571428
352,4,11,6,8.521666666666668
283,0,10,1,8.168666666666667
3136,2,10,12,29.260499999999997
769,1,3,15,16.311
1529,2,1,2,2.860333333333333
1807,4,9,1,7.610642857142856
1502,6,12,5,7.788714285714287
639,3,7,6,4.141166666666667
423,4,2,12,17.990333333333332
1455,3,12,54,28.502690476190473
739,3,7,96,12.113333333333335
3071,1,6,2,1.63
1982,1,11,1,2.816833333333333
2537,3,9,1,11.71238888888889
3395,2,5,7,9.169035714285714
626,4,1,1,15.891999999999998
770,4,7,2,2.2584999999999997
283,2,11,28,7.710047619047618
3223,3,12,1,2.465
621,1,11,25,46.02083333333333
327,2,3,1,13.261333333333333
1762,0,11,2,33.75257142857143
1342,0,10,25,7.362410894660896
321,4,7,1,5.5440000000000005
3394,3,9,12,8.483
418,2,12,19,4.483261904761905
292,0,1,7,15.356666666666667
146,3,12,12,14.049166666666665
1605,3,12,30,6.892333333333333
3228,1,11,1,2.075
1937,0,11,5,42.559650793650796
122,4,11,12,1.3
1598,4,10,9,5.479083333333333
640,3,10,3,3.539
2185,2,7,1,1.08
1622,3,9,12,9.199809523809524
648,0,4,4,38.624
232,3,10,26,9.370666666666667
1443,6,9,12,7.714547619047619
635,0,5,3,2.00525
682,2,3,1,1.266
519,3,2,12,18.674333333333333
1480,6,6,10,2.4799999999999995
3290,2,10,2,1.9046666666666665
1589,3,8,81,25.668571428571425
758,1,6,23,4.0169999999999995
2076,4,6,48,22.9025
869,6,9,12,7.880404761904762
1251,1,1,2,3.673333333333334
393,1,9,8,10.908166666666666
1128,1,8,2,2.1926666666666663
288,6,1,53,7.223714285714285
1100,1,10,9,5.384114718614718
164,3,6,1,2.2202500000000005
1189,3,6,5,7.941749999999998
2776,1,8,1,3.105
273,6,11,2,10.515
2562,2,8,2,3.02
1818,0,2,12,26.957833333333337
333,3,4,2,3.9867857142857144
1822,4,9,3,7.956666666666665
1793,3,11,2,1.7921666666666667
1819,0,11,525,43.05535714285715
1006,1,11,18,16.070095238095238
519,6,9,2,2.03
1175,3,6,8,2.4381666666666666
978,3,7,3,14.94
783,4,11,18,3.651333333333333
1271,1,1,3,16.357166666666668
1041,2,3,36,22.574
2068,1,11,3,17.54297077922078
1564,3,9,12,5.459547619047617
497,0,2,10,13.2665
2188,0,11,59,29.429079365079364
17,6,5,1,14.106428571428571
2693,2,4,16,5.705984126984126
1430,2,5,38,15.976499999999996
12,6,8,12,36.023
2104,6,11,1,59.66933333333331
2267,4,9,1,28.080857142857134
2368,6,11,17,4.2125
1887,2,6,6,17.340904761904763
2561,4,1,12,5.963333333333333
165,0,4,10,8.329
1849,4,11,6,9.388749999999998
907,2,9,1,15.430857142857144
2671,3,6,5,16.929166666666664
1219,0,8,12,6.388333333333334
24,4,8,10,3.1795
1496,2,11,6,4.516
853,0,4,18,12.182666666666666
2937,1,2,9,9.832500000000001
926,0,4,181,101.23723809523808
792,2,2,13,12.769
1296,4,11,6,8.676666666666666
1762,0,12,9,17.119071428571427
1834,6,10,3,2.911000000000001
2266,0,10,59,11.647500000000004
2853,3,10,1,3.1392142857142864
2117,1,11,4,11.348833333333332
901,6,7,13,9.472166666666666
3197,2,10,24,9.0
3506,3,10,1,1.47
1508,2,12,4,2.092833333333333
1710,3,3,2,3.9883333333333333
852,0,6,54,10.163499999999999
2147,0,9,36,410.8223214285714
1612,1,2,4,4.006499999999999
2212,0,10,27,19.0125119047619
2626,3,6,12,19.996857142857145
1486,4,12,4,10.638297619047618
2213,3,12,63,27.005833333333335
2279,0,10,20,18.339166666666667
1440,4,7,1,9.369666666666665
1856,0,3,2,3.4504761904761914
758,6,8,4,4.2325
2689,3,10,16,6.924428571428572
938,3,10,3,3.151904761904762
1988,1,5,14,12.195833333333333
2021,2,8,50,9.480904761904764
2129,4,12,1,5.409833333333333
1672,3,7,14,3.09
1480,1,2,16,3.365047619047619
2087,3,9,9,45.364285714285714
680,3,8,110,3.6818333333333335
720,4,1,12,11.404000000000002
435,6,11,7,15.661071428571427
615,6,9,6,2.0141666666666667
1714,6,5,8,7.568666666666668
1602,3,11,17,58.05171428571429
1561,0,8,6,2.6501349206349203
745,1,11,25,11.43322222222222
1108,4,1,1,2.354166666666667
746,1,8,1,5.906690476190477
918,0,11,3,2.0199999999999996
907,2,2,1,13.775285714285717
1709,4,12,7,2.7037142857142857
2047,1,9,48,24.676
1428,4,9,3,19.848833333333335
1103,6,7,1,6.349285714285713
2146,3,9,83,49.720738095238076
783,6,12,2,18.244833333333332
3135,3,11,1,13.25583333333333
855,2,8,12,95.76083333333334
322,6,10,9,11.92390476190476
1261,6,7,3,1.9687738095238092
1791,3,9,6,5.905119047619048
2746,1,7,5,10.975619047619048
1711,1,11,4,3.057999999999999
2026,1,6,1,7.567063492063491
2942,0,3,7,5.065833333333333
2589,0,1,1,25.00083333333333
2055,1,4,40,58.63778102453103
947,4,4,61,15.374
550,0,9,288,30.845666666666666
175,4,9,7,17.52747619047619
2116,6,7,1,3.4932499999999997
1468,1,8,12,10.880277777777778
1626,1,12,7,7.169333333333335
2804,2,5,24,23.094809523809527
1139,2,1,6,68.75855555555556
1734,0,4,1,2.69
937,2,7,14,9.811880952380951
1080,6,1,4,3.8245
364,2,8,4,10.037714285714285
803,6,11,40,116.84635714285716
1997,4,10,3,11.377809523809525
1397,2,4,12,8.358666666666666
1111,3,8,4,2.5033333333333334
3470,4,12,1,2.6533333333333333
3310,1,9,1,3.0306587301587298
902,4,11,2,45.475952380952386
1760,3,7,8,5.727500000000001
1846,4,8,25,28.985
1702,1,7,12,3.738
2853,3,6,6,10.784000000000002
1495,1,5,3,5.6816666666666675
1699,6,11,4,7.43159523809524
537,6,8,2,5.13
1294,2,8,12,79.33149603174603
1270,2,11,1,20.329809523809523
2058,6,10,3,25.33261904761905
1861,2,3,1,16.69447619047619
3066,6,11,4,4.497714285714286
3179,4,5,2,2.1316666666666664
3230,6,5,12,20.636714285714287
2503,4,10,2,9.876666666666667
3877,0,2,18,9.690027777777779
408,6,12,3,3.9033333333333333
411,6,10,13,16.1133253968254
3304,2,7,1,6.547999999999999
1245,3,9,1,10.106904761904763
3167,4,2,32,38.13066666666666
1275,0,7,29,44.77496031746032
1440,3,1,12,10.923499999999999
2124,4,12,1,4.322222222222222
2616,2,11,1,1.3633333333333335
3032,4,1,24,6.815
174,6,5,10,26.38589682539682
3230,4,3,12,20.904083333333336
1814,6,5,1,13.599333333333334
3308,6,11,5,36.541583333333335
3687,4,1,1,1.49
1099,6,10,2,7.722428571428573
2170,1,11,86,58.7037142857143
794,6,11,2,1.9000000000000004
174,3,7,10,72.45242857142858
1765,3,2,1,18.282619047619047
1198,1,3,6,11.075166666666666
3521,3,1,3,1.05
680,0,5,40,7.793833333333334
608,2,12,1,1.333333333333333
1498,4,9,6,2.3806666666666665
183,3,9,3,3.3497500000000002
2846,1,3,24,10.64047619047619
869,4,11,14,32.6952619047619
1524,0,10,2,12.786666666666667
3334,2,2,1,8.698214285714286
353,1,4,27,22.92657142857143
1347,2,7,24,13.557761904761906
1617,0,12,10,6.07
439,2,2,7,24.101833333333328
1438,1,8,1,17.91033333333333
1306,2,6,2,8.586666666666666
1590,1,4,27,3.7663333333333333
1316,2,7,6,2.906083333333333
1048,3,11,1,9.020166666666666
2359,6,10,11,4.256714285714286
769,2,7,3,37.131
3349,4,6,1,2.8331666666666666
2026,0,6,2,5.385333333333334
2031,3,9,8,1.6583333333333334
497,0,1,10,23.0475
1834,2,4,18,6.898666666666667
2402,0,11,12,291.0760604395605
1135,6,9,2,13.241833333333334
1703,3,10,1,2.619
2562,3,11,2,2.6991666666666663
1104,4,10,2,14.138166666666663
1474,6,9,20,9.357333333333333
1528,1,3,13,1.7653809523809527
1539,1,8,3,17.257440476190478
1712,1,3,1,9.463166666666666
748,3,9,2,5.0595
1728,3,11,398,62.609023809523805
768,4,2,72,30.394916666666667
3265,0,12,2,3.3992936507936506
1369,2,7,2,152.44416666666666
1053,2,5,6,15.494547619047621
1649,4,1,14,9.329333333333334
1530,1,6,110,11.445238095238096
2183,3,7,38,17.340285714285717
1430,4,6,12,10.947357142857143
1392,2,2,6,4.098833333333333
2135,6,11,2,16.83638095238095
2786,4,11,29,12.857333333333333
1429,4,3,12,27.92993073593074
908,2,11,21,20.405928571428568
1708,1,1,16,3.03954761904762
1413,6,12,2,2.6306666666666665
455,0,4,2,21.404666666666667
175,1,2,20,15.26785714285714
1171,3,11,8,23.09182142857143
1223,0,1,76,15.221083333333336
3359,6,7,3,10.155515873015872
1135,3,8,84,20.62083333333333
1101,3,5,12,4.423
1248,6,10,10,31.76016666666667
391,3,3,1,4.885436507936507
1414,2,2,24,21.5325
1798,3,2,8,7.002000000000002
932,4,5,55,23.500000000000004
1117,3,12,1,3.2322261904761893
3254,3,9,72,3.9121428571428574
152,0,12,1,11.260666666666665
1061,4,9,3,42.76
665,3,12,17,9.245833333333334
1969,0,10,48,8.669333333333334
2585,2,12,8,3.715
196,2,4,16,4.3213333333333335
1251,1,6,1,4.45
1968,3,9,8,8.68152777777778
1026,6,11,15,5.764833333333332
1012,2,10,36,25.048333333333332
1504,3,9,96,40.61748809523808
746,2,8,12,6.6125
1176,3,12,9,4.791452380952381
1224,6,8,2,1.6702857142857146
333,4,5,40,2.8236666666666674
170,3,7,3,7.921901515151514
1677,3,6,48,7.906666666666666
507,3,12,1,4.039142857142857
841,0,1,6,6.0
783,4,2,20,10.477261904761908
1621,0,12,34,9.674
2856,1,7,38,28.011261904761906
2856,4,9,3,17.924690476190477
3877,1,6,1,6.101896825396824
2675,6,5,18,14.957354978354978
1857,6,10,2,8.235119047619047
1086,6,5,18,64.304
409,1,8,1,25.02120238095238
1508,4,12,4,2.9446421356421353
1301,3,10,24,83.45235714285712
867,1,1,21,21.739500000000003
2889,0,4,1,1.05
1411,6,7,2,13.116880952380953
1349,1,5,131,182.05916666666664
3619,2,10,1,1.24
127,3,9,1,3.0885000000000002
3068,1,10,2,1.145
348,2,2,12,3.706166666666667
1111,0,12,31,2.5648095238095237
925,0,10,25,24.64296428571429
3205,4,7,3,24.484500000000004
1713,6,12,4,1.9182222222222223
2699,4,12,1,22.73401190476191
1849,0,6,1,17.218333333333334
585,3,3,1,4.083333333333333
840,2,4,1,1.8624285714285715
1273,1,9,37,27.590503968253973
1650,6,7,2,2.953333333333333
1036,2,1,2,5.7244126984126975
506,1,11,5,6.195607142857141
487,1,9,16,12.702666666666666
1085,4,8,6,8.62
1192,0,2,14,11.45985714285714
833,2,4,36,35.76833333333333
1136,6,1,2,3.8857142857142857
47,3,3,75,25.5
1777,2,12,3,2.5657142857142854
719,3,4,24,24.751095238095246
1822,6,1,3,7.196666666666667
1710,1,12,2,4.551333333333333
3332,1,8,3,2.691333333333334
943,4,7,36,6.548380952380952
2058,2,8,21,88.62778571428571
1595,2,11,70,21.941507936507932
1209,1,7,6,5.815
1812,1,5,48,34.63250793650792
2657,6,11,2,7.972238095238096
1700,2,3,1,2.3713095238095234
2732,6,8,2,2.81
1962,1,11,4,2.939277777777778
8,1,12,3,17.45511111111111
719,3,7,12,13.763333333333332
651,4,9,26,6.850380952380952
1311,1,3,12,1.3559999999999999
3314,3,3,8,4.197666666666667
1290,0,4,12,9.97
2890,4,1,3,7.001666666666668
144,2,6,30,14.069674603174608
3210,2,7,12,29.327833333333334
2164,6,9,51,53.04899999999998
1708,3,12,2,3.053150793650794
3206,3,4,72,24.20116666666667
1586,1,8,1,5.771666666666667
1613,6,10,4,6.699833333333332
2337,2,10,151,14.751821428571427
3327,2,3,1,12.265666666666666
1175,2,2,1,1.6176666666666666
3222,2,1,12,2.931333333333333
455,2,3,16,13.529353174603173
409,2,9,17,29.65083333333333
233,4,1,1,5.9775
268,4,10,2,24.573500000000003
640,6,11,4,7.757999999999999
352,3,2,5,35.11095238095238
700,6,10,4,72.92399999999999
938,4,7,1,2.238595238095238
890,3,11,21,4.513452380952382
3323,3,11,8,11.527111111111113
768,0,12,6,24.962142857142858
1501,6,9,18,18.54275
1249,1,4,7,10.815999999999999
1149,3,2,1,9.766000000000002
1686,1,7,23,37.75533333333333
1535,0,3,10,21.584416666666666
694,3,6,12,57.54209523809524
1644,4,8,1,1.8881666666666665
651,4,12,2,5.554000000000001
717,2,8,2,24.908952380952382
1059,4,9,1,28.161119047619053
3097,3,4,6,6.316214285714285
1263,6,9,1,3.3146666666666675
3257,3,10,4,50.726265873015876
1327,3,3,48,22.8105
1707,6,2,6,1.4916666666666665
1271,3,11,30,33.52321428571428
2004,4,9,2,16.099623015873018
1666,1,5,4,5.2171071428571425
1216,0,8,12,4.27
1587,0,7,2,2.459714285714286
2855,2,11,4,19.196416666666668
407,1,10,17,11.77053571428571
3340,3,10,11,6.359583333333335
1489,2,11,2,99.63574242424244
909,1,6,2,8.58942857142857
1861,4,9,48,7.119476190476191
1580,3,9,25,30.5
2347,2,11,6,10.159666666666666
1777,3,7,1,11.369809523809524
1821,4,8,31,180.5785
2199,1,9,4,87.743
2058,1,11,31,31.931492063492065
177,3,4,10,12.403761904761904
3340,6,6,4,4.259833333333333
2559,4,7,8,2.7185
311,1,11,4,15.887107142857142
1839,2,8,13,85.1637380952381
185,3,9,1,8.211833333333333
2080,3,2,25,26.925
1221,2,1,140,10.364
880,1,8,2,2.877654761904762
988,0,1,5,7.074333333333334
561,2,11,6,17.436
1733,2,8,1,1.09
3243,2,2,1,6.739
3102,4,7,2,1.8288333333333335
3412,1,12,2,7.7139999999999995
3374,3,12,144,6.417833333333334
356,2,11,12,5.01
2169,3,9,5,24.178205266955263
3313,6,5,48,13.970833333333333
3311,6,9,2,5.124666666666667
168,0,5,1,63.043785714285725
803,0,3,13,16.28083333333333
1851,3,2,12,25.35421428571429
1794,2,3,6,4.666214285714286
1014,0,2,1,4.581666666666666
2786,1,10,33,10.991944444444446
902,4,5,14,37.60616666666667
2553,1,2,12,11.6025
3291,3,10,3,2.512
1841,1,6,12,4.467666666666666
2116,0,10,12,14.00272005772006
1021,1,4,4,1.26
2607,4,3,2,22.383698412698415
2089,3,9,1,18.481976190476185
1846,4,1,25,53.913999999999994
614,4,12,2,30.88566666666668
3324,2,1,2,16.542
1429,4,9,14,20.856000000000005
989,3,2,2,3.581666666666667
1609,2,4,48,49.87766666666666
188,1,12,1,3.868666666666666
362,1,11,1,20.076666666666668
1977,0,5,36,2.9950476190476194
3333,1,2,1,2.2722142857142855
321,1,1,37,13.061428571428571
1728,2,12,12,183.2329047619048
3385,1,1,1,3.6133333333333333
393,6,10,4,4.569166666666667
2823,3,12,6,4.446666666666667
2165,6,9,33,14.515
2107,3,11,17,37.81930952380952
3092,4,6,96,43.24
1596,6,3,19,2.9861666666666675
890,3,10,8,6.224690476190477
1523,3,2,20,134.39683333333332
3877,2,11,16,19.770333333333337
1822,4,1,41,43.29066666666667
2687,1,10,3,2.4203333333333332
1799,3,6,25,12.504000000000001
651,6,1,1,1.6741666666666664
2227,4,11,37,12.824626984126983
3249,1,10,28,20.39386904761905
1349,2,9,30,52.138857142857134
2862,2,10,13,2.631583333333333
3180,0,12,1,3.9533333333333336
1180,2,3,2,2.342452380952381
2928,1,11,2,4.356
1103,0,9,1,11.878952380952382
1657,6,3,26,27.855
630,3,2,12,18.05666666666667
1639,4,3,26,24.983130952380957
872,3,8,12,13.47188888888889
1062,4,2,6,12.367249999999999
1103,3,11,2,11.40947619047619
1644,0,1,1,1.690809523809524
1319,3,6,22,21.491999999999997
1354,1,10,3,1.494047619047619
1190,1,12,96,18.786333333333335
1617,3,2,4,7.640845238095238
1617,2,10,7,11.272095238095238
2694,0,1,2,3.584119047619047
960,1,11,2,9.14375
955,3,5,12,36.01833333333334
2746,3,2,146,43.01726190476191
993,0,12,61,41.25140476190476
2685,3,3,2,2.972
1510,1,1,5,9.932476190476192
3342,1,12,2,3.363
1708,4,5,1,4.607500000000001
889,0,3,8,3.9621666666666666
2687,0,10,2,3.801833333333334
2455,4,11,12,35.71925
1600,2,8,1,24.831785714285715
1225,3,10,8,17.0075
1779,1,12,3,2.5163809523809526
3179,4,9,1,2.11047619047619
947,0,4,8,22.379857142857144
947,6,7,12,32.817
166,3,9,120,59.34065476190479
1776,4,12,24,24.11936904761905
945,4,8,1,19.632166666666667
1428,6,5,20,20.579261904761907
547,0,10,2,18.667
3294,2,12,1,5.688666666666666
1500,1,3,16,12.429095238095238
1920,6,5,2,6.776666666666666
904,2,6,32,33.887837301587304
1311,4,7,1,3.466690476190477
1670,0,6,12,15.19
185,6,7,2,4.308333333333334
2058,1,10,94,31.78466666666666
1687,2,2,4,9.105333333333336
170,3,5,53,8.31856349206349
1056,0,9,38,8.609321428571429
851,4,7,1,2.7702857142857145
1305,1,4,2,4.400674603174604
128,0,6,2,2.86
3423,3,7,12,9.139
349,2,6,10,103.92816666666666
2171,3,8,54,66.45766666666667
2809,6,6,2,10.06
1356,2,6,2,1.8159999999999998
2264,2,11,12,27.518499999999996
1347,6,4,7,6.245
2821,6,9,18,5.57
3434,3,3,32,33.30666666666666
251,0,11,1,6.967380952380953
1538,0,6,1,1.5564761904761906
1660,4,1,4,5.25597619047619
3340,2,9,1,7.809666666666666
1272,0,6,8,44.26211904761905
2310,3,10,16,5.151666666666667
1820,3,10,21,20.596500000000002
411,3,3,16,85.80458333333333
635,0,12,7,6.972499999999999
876,2,4,60,11.513333333333332
2538,6,12,3,10.912166666666668
1938,0,6,53,32.59316666666667
3357,3,11,302,418.69225000000006
1170,3,7,6,8.142976190476192
768,3,6,29,9.052853535353536
1502,3,12,40,38.901698412698416
2532,2,9,10,13.437000000000001
840,6,4,24,2.6951428571428573
1825,6,5,2,3.535333333333333
467,4,9,2,2.986999999999999
990,1,12,4,39.75085714285715
2768,1,1,3,1.7683333333333335
2078,1,10,12,11.088333333333333
1033,3,5,1,2.1475
2025,6,6,6,9.42416666666667
1788,1,2,1,2.661
3261,1,6,4,6.22642857142857
1297,6,9,10,7.22
3134,6,10,2,5.268928571428572
2072,0,10,13,3.5158571428571435
1251,1,10,1,2.968666666666666
344,6,5,6,2.235
176,4,6,4,55.31032142857143
851,0,8,3,2.4766666666666666
1504,2,11,34,31.31072222222221
1800,2,3,4,1.49
1245,0,11,1,5.424214285714287
784,1,1,24,31.547452380952382
1889,1,6,6,8.731190476190477
1911,3,5,3,2.7539999999999996
2059,2,10,168,38.81216666666666
3177,4,6,1,2.01
849,1,10,1,6.05
172,1,3,24,99.80352380952381
825,6,11,1,22.955333333333332
2018,4,10,12,27.8955
1865,0,3,25,26.651999999999997
1824,4,12,5,7.5260476190476195
3012,1,5,16,8.243976190476191
1092,3,12,2,3.2525000000000004
1275,2,4,60,39.40650000000001
1379,0,3,2,9.729992063492062
3411,1,3,12,10.622333333333334
878,6,8,6,7.9413333333333345
342,2,4,3,13.450833333333335
1774,3,5,3,3.43
407,3,3,2,11.566333333333333
815,0,11,10,51.028726190476185
334,1,9,2,4.991
1703,0,6,1,1.5940476190476187
1046,2,3,12,6.572738095238095
1548,1,12,1,10.29
2024,0,8,8,10.896809523809525
604,4,8,6,3.396666666666667
2636,3,7,1,1.9950000000000003
1514,2,9,1,3.013
517,0,12,16,4.8758333333333335
23,1,9,1,1.2693333333333332
1006,0,6,3,28.491333333333337
3214,6,12,2,4.33
1817,0,2,36,22.664904761904765
2042,6,6,2,14.090079365079367
1866,2,10,1,11.179738095238095
865,4,1,5,35.524166666666666
942,2,3,1,12.361666666666665
2702,0,12,6,9.789000000000001
1497,6,2,1,1.95
2076,4,6,24,22.9025
765,4,6,2,5.614928571428571
2152,4,11,2,5.559222222222223
2081,1,9,25,37.87916666666666
296,4,11,1,19.771428571428572
70,4,9,4,7.2125
1008,3,9,36,5.109333333333334
852,2,1,6,13.92838492063492
1443,4,6,9,5.086285714285713
2156,0,9,24,15.091500000000002
3404,3,5,1,1.0
809,2,8,36,5.475166666666667
1684,0,7,4,8.18065476190476
1347,1,11,22,28.33838492063491
3249,4,5,81,78.20111904761906
2335,4,11,26,5.7445
173,6,11,70,41.035428571428575
1195,1,1,12,7.735
543,3,7,2,7.418333333333333
1604,1,11,28,6.6927619047619045
3326,2,8,1,8.14402380952381
1164,0,11,24,6.617333333333332
2045,0,7,60,3.841
70,6,7,240,16.77
332,4,1,1,4.418
1516,4,9,16,3.365833333333334
2349,4,10,6,7.4955
1501,1,9,66,10.59966666666667
929,6,5,12,18.87
2188,3,10,38,21.190261904761904
188,1,5,12,11.658214285714285
1713,0,6,3,1.6159999999999999
2105,0,10,13,29.010749999999998
753,1,5,8,9.732499999999998
987,6,10,2,5.3
1821,2,12,675,120.87407142857145
1800,3,3,4,1.5675
1853,2,11,25,51.229000000000006
3617,0,12,3,1.045
591,6,2,1,2.917333333333333
3355,2,7,4,2.6857142857142855
1518,4,7,2,10.15325
705,4,12,14,3.0580000000000003
1413,3,3,48,53.19304761904761
1535,3,10,28,28.438451298701292
1568,3,4,58,29.663277777777775
1100,3,6,2,4.439785714285713
1411,0,1,1,6.775
3209,3,5,36,7.909071428571427
619,2,7,9,5.496666666666666
2397,6,11,5,34.31557142857142
2055,6,5,40,34.61926406926407
2010,4,5,12,8.021333333333335
635,1,7,2,2.4953452380952377
2883,0,7,3,1.551
1842,6,12,1,8.878333333333332
1618,3,11,4,9.191988095238093
2056,1,6,11,28.443583333333326
16,6,5,4,19.069095238095237
1310,1,5,21,7.330904761904763
892,3,12,40,54.536111111111104
1082,1,8,3,9.605130036630037
187,3,4,12,6.5873333333333335
949,4,1,25,111.48488095238095
1097,2,7,1,74.95216666666666
2955,3,5,1,4.093333333333333
1678,4,5,1,16.68116666666667
3230,4,8,24,17.597
1270,6,5,5,12.391166666666663
433,2,8,29,19.55566666666667
1077,3,11,1,1.5689999999999997
2333,4,11,1,13.981944444444446
1936,3,6,12,13.480218614718614
2671,3,3,3,5.280309523809522
323,1,7,206,2.284404761904762
3366,2,8,36,32.68
1909,1,6,1,5.197285714285715
1254,6,10,1,2.024142857142857
546,4,1,11,12.633785714285716
3311,4,7,1,5.288333333333332
2752,2,8,90,15.01
3175,0,12,1,2.294
904,1,3,160,15.298111111111112
1707,2,2,26,12.63516666666667
241,0,12,5,5.6625
301,3,10,15,24.33684126984127
1827,4,4,2,8.921833333333334
2,1,9,5,2.94
27,3,8,5,42.61251587301587
1824,4,9,6,13.778166666666666
2009,0,7,13,4.030404761904763
346,1,4,1,7.449999999999999
1788,4,12,9,3.5694999999999997
2933,0,3,4,25.65590476190476
3167,1,6,36,61.051000000000016
1454,2,10,15,12.606833333333332
297,4,7,51,45.945
1821,2,6,36,11.327809523809526
